date,Temp,ws,SolarRad,Rainfall,Humidity,PM10,PM2.5
21-10-17,24.2,7,12.09,149,94,118.4319656,16.17
22-10-17,24.6,3,126.27,86,86,138.6929583,21.6
23-10-17,27.6,5,148.37,0,79,41.91456522,39.52
24-10-17,27.1,5,127.77,0,79,40.87541667,52.21
25-10-17,26.5,0,76.38,2,85,40.605,80.11
26-10-17,26.4,2,152.81,0,80,108.8483333,75.96
27-10-17,26.1,2,150.29,0,72,105.1816667,86.25
28-10-17,25.1,0,17.16,0,75,86.92345238,116.73
29-10-17,25.5,0,125.2,0,70,97.56041667,67.86
30-10-17,21.9,2,33.59,0,84,80.97,61.61
31-10-17,23.5,2,143.09,0,77,57.93875,42.41
01-11-17,25.2,2,139.39,0,73,49.92375,53.34
02-11-17,25.6,3,149.06,0,72,44.88727273,61.18
03-11-17,25.7,4,160.86,0,70,78.77521739,62.09
04-11-17,27.2,2.4,191.06,0,69,114.3520833,51.22
05-11-17,27,2,210.11,0,69,78.541625,46.57
06-11-17,27.1,4,153.93,0,68,107.7126993,56.95
07-11-17,27,2,212.59,0,64,123.9707576,54.61
08-11-17,26,2,192.81,0,67,113.1048958,52.87
09-11-17,25.2,2,95.75,0,71,155.0616667,92.77
10-11-17,25.4,0,145.87,0,67,138.7269565,72.86
11-11-17,25.4,0,137.87,0,65,127.9319565,61.67
12-11-17,26.6,2,143.59,0,59,134.9170833,60.04
13-11-17,27.1,2,171.07,0,55,111.04375,52.49
14-11-17,26.3,0,119.78,0,65,199.8794565,131.92
15-11-17,23.6,2,64.96,0,77,88.14520833,143.63
16-11-17,22.8,2.5,87.2,4,86,56.12041667,132.1
17-11-17,25.5,3,55.53,2,82,52.644375,143.1
18-11-17,26.8,0,53.46,0,78,108.5616667,122.9
19-11-17,25.7,0,116.52,0,76,64.15208333,111.69
20-11-17,25.1,2,147.86,0,71,64.76,108.27
21-11-17,24,3.7,149.22,0,54,114.9389583,134.28
22-11-17,22.8,2.7,139.67,0,51,154.9422917,169.96
23-11-17,22.8,2.7,139.13,0,59,52.008125,209.51
24-11-17,23,2,125.24,0,61,135.0554167,86.33
25-11-17,22.6,4,91.93,0,57,133.4239015,105.58
26-11-17,22.6,2,93.62,0,61,111.2397917,82.99
27-11-17,23.1,2,78.15,0,66,124.915,119.13
28-11-17,21.7,0,105.37,0,68,128.388125,138.19
29-11-17,21.6,2,6.7,0,81,132.5409167,121.14
30-11-17,21.3,2,84.53,0,70,45.40104167,186.59
01-12-17,21.8,0,75.1,0,72,57.73125,193.02
02-12-17,22.2,3,14.34,0,72,144.1916667,115.92
03-12-17,21.8,2,71.1,0,67,130.2469384,120.74
04-12-17,21.3,0,109.6,0,71,121.07875,83.45
05-12-17,21.1,0,78.63,0,70,161.716087,148.29
06-12-17,22.7,0,41.78,0,68,204.110625,185.36
07-12-17,22.7,0,63.56,0,68,184.5552083,164.64
08-12-17,22.8,0,100.61,0,69,155.0538406,114.78
09-12-17,21,3.5,94.04,4,95,175.6838859,156.3
10-12-17,22.1,2.5,64.99,15,95,186.6072917,171.54
11-12-17,22.8,2,70.66,14,92,170.8754464,156.09
12-12-17,23.4,0,77.26,0,81,167.8560417,156.67
13-12-17,22.9,0,57.42,0,84,197.986864,94.8
14-12-17,22,0,81.42,0,74,184.5245652,118.31
15-12-17,20.7,2,101.75,0,64,218.8204167,155.71
16-12-17,19.7,0,96.57,0,69,275.0542857,205.23
17-12-17,20.5,0,51.17,0,84,195.5280769,121.44
18-12-17,20.5,0,65.37,0,79,267.4547368,108.4
19-12-17,18,0,64.92,0,91,291.0845833,128.41
20-12-17,19.1,0,109.96,0,88,277.51875,143.76
21-12-17,20.3,0,114.59,0,79,220.2522727,108.02
22-12-17,20.5,0,110.79,0,82,233.14375,135.63
23-12-17,21,0,105.5,0,74,213.2545833,117.12
24-12-17,21.3,2,102.18,0,71,204.5565217,134.47
25-12-17,21.5,2,81.98,0,75,181.596087,117.78
26-12-17,21.4,2,109.94,0,70,203.5943478,112.22
27-12-17,21.1,4,109.11,0,72,210.0579167,117.13
28-12-17,19.4,2,113.64,0,85,230.6020833,139.15
29-12-17,19.7,0,100.94,0,83,276.3495833,132.75
30-12-17,21.6,0,109.31,0,67,344.3958333,154.1
31-12-17,21.6,3,109.24,0,64,250.58,116.84
01-01-18,20.6,0,104.63,0,71,330.3225,164.5
02-01-18,20.2,2.3,120.78,0,74,232.8916667,109.7
03-01-18,18.4,3.3,82.91,0,54,229.3754167,78.46
04-01-18,15.7,2.7,103.23,0,72,214.7691667,122.42
05-01-18,16.1,2,98.47,0,82,216.76125,158.74
06-01-18,16.8,2,73.8,0,58,229.2595833,110.75
07-01-18,14.1,3.5,112.77,0,67,194.19,107.8
08-01-18,13,2,112.03,0,75,304.2508333,137.87
09-01-18,16.6,2,104.65,0,64,213.0954167,141.12
10-01-18,16.3,2,100.16,0,68,301.9925,121.65
11-01-18,13.8,2.7,100.49,0,83,202.3736364,144.57
12-01-18,15.1,2,104.49,0,81,197.4742857,149.72
13-01-18,15.7,0,112.83,0,83,240.5116667,124.23
14-01-18,14.6,2,55.87,0,90,254.52625,124.83
15-01-18,15.7,2,111.96,0,83,294.1254167,155.71
16-01-18,17.7,2,106.02,0,70,316.3375,135.74
17-01-18,18.8,2,104.74,0,75,196.8441667,186.07
18-01-18,20.1,2,94.77,0,63,176.0075,209.42
19-01-18,20,2,101.54,0,58,209.4058333,182.47
20-01-18,18.3,2,101.8,0,62,206.2195833,151.41
21-01-18,19,2,114.99,0,66,244.6954167,143.45
22-01-18,17.7,2.3,104.26,0,78,218.2966667,153.49
23-01-18,19.8,2,99.17,0,67,223.1140909,163.11
24-01-18,19.6,2,100.39,0,62,257.6795652,144.18
25-01-18,20.5,2,108.01,0,58,204.9773913,157.58
26-01-18,19.6,0,99.63,0,53,192.7641667,140.68
27-01-18,17.1,2.3,77.38,0,64,188.3891667,151.09
28-01-18,17.1,2.5,70.56,0,62,168.8141667,121
29-01-18,17.6,2,112.22,0,66,179.6116667,82.13
30-01-18,18.2,2.5,118.76,0,62,159.6741667,102.03
31-01-18,19.1,2,111.94,0,67,190.9779167,140.27
01-02-18,19.1,2,111.62,0,69,201.3329167,167.62
02-02-18,19.6,0,119.15,0,79,213.29375,141.28
03-02-18,20.1,0,119,0,82,210.1,132.85
04-02-18,22.4,2,121.8,0,71,191.5958333,128.69
05-02-18,22.2,2,121.91,0,82,292.2904167,123.58
06-02-18,21.7,0,104.17,0,69,211.6575,152.15
07-02-18,22.2,2,105.91,0,60,206.265,129.82
08-02-18,21.9,2,106.65,0,50,235.282381,121.36
09-02-18,23.1,2,101.28,0,57,250.4369565,76.39
10-02-18,23.6,2,124.05,0,49,225.3116667,122.76
11-02-18,22.2,3,114.24,0,38,225.42,117.24
12-02-18,23.3,2,112.87,0,46,187.4004545,102.6
13-02-18,23.9,3,113.63,0,49,313.9883333,126.88
14-02-18,23,2.5,103.9,0,59,263.351,166.83
15-02-18,22.3,2.5,109.32,0,50,253.955,177.79
16-02-18,22.4,3,80.88,0,51,211.9775,126.72
17-02-18,21.8,2.5,64.78,0,62,194.1545833,123.71
18-02-18,22.5,2,88.81,0,62,248.3613043,170.93
19-02-18,23.6,3,70.48,0,57,121.7465217,162.22
20-02-18,24.5,3,51.4,0,57,162.2754167,109.41
21-02-18,24.8,2,95.94,0,64,184.67875,72.79
22-02-18,25,2,70.25,0,60,155.62625,58.22
23-02-18,26.1,2,101.63,0,64,159.3429167,76.62
24-02-18,25.8,2,155.52,0,71,160.3795833,95.14
25-02-18,27.3,2,141.13,0,60,145.0504167,88.39
26-02-18,23.4,5,143.5,4,73,131.3626087,111.82
27-02-18,25.3,2,145.48,16,72,102.1379167,135.6
28-02-18,25.8,2,143.06,0,60,100.3417391,145.94
01-03-18,25.9,3,124.05,0,60,232.1166667,124.74
02-03-18,26.7,3,133.57,0,59,198.48,128.38
03-03-18,27.4,2.5,128.08,0,66,161.6083333,69.92
04-03-18,28.2,2.3,81.77,0,66,151.2341667,66.54
05-03-18,28.1,2,100.57,0,53,115.7204167,43.82
06-03-18,27.4,2,79.39,0,46,213.8695217,109.31
07-03-18,26.2,2.3,153.16,0,39,171.6845833,88.58
08-03-18,25.9,2.5,122.5,0,45,190.9327976,94.47
09-03-18,25.6,3,145.04,0,53,212.18375,96.83
10-03-18,25.5,3,144.55,0,45,251.6461742,112.31
11-03-18,26.3,2.5,88.44,0,45,177.5188043,59.75
12-03-18,27.5,3,176.83,0,62,156.5992361,68.03
13-03-18,26.5,2.5,172.25,0,65,211.0277083,70.63
14-03-18,27.6,3,168.83,0,71,234.1422917,76.51
15-03-18,28.4,3,169,0,67,208.48625,89.92
16-03-18,27.3,2.5,197.24,0,65,154.5810833,80.68
17-03-18,27.5,2,163.43,0,56,167.6112681,123.61
18-03-18,28.1,2.5,124.94,0,60,137.02375,63.97
19-03-18,27.8,2.5,132.01,0,60,150.1567029,73.23
20-03-18,27.1,2,121.04,0,44,132.8516667,54.95
21-03-18,28.4,2.5,171.98,0,48,139.8204167,74.36
22-03-18,28.1,2,160.43,0,60,141.9875,70.34
23-03-18,28.4,3,165.97,0,68,113.0364583,77.92
24-03-18,29,3,162.07,0,68,183.5041667,103.05
25-03-18,29.6,2,144.02,0,64,173.6333333,73.76
26-03-18,27.2,2.5,138.36,2,67,154.3108333,94.71
27-03-18,27.6,2.5,119.68,0,72,112.8595833,64.83
28-03-18,28.9,2.7,122.19,0,68,92.35,73.15
29-03-18,28.8,2.7,105.86,0,68,88.81086957,73.08
30-03-18,25.1,4,152.51,0,74,129.64625,37.65
31-03-18,24.2,3,141.95,1,69,84.46978261,34.5
01-04-18,27.5,2,163.99,14,55,104.9283333,28.34
02-04-18,26.1,2,116.99,0,66,75.14869565,30.46
03-04-18,28.6,2,146.94,0,58,116.8219398,40.32
04-04-18,27.6,3,134.67,0,62,119.116131,61.15
05-04-18,27.7,5.3,70.47,0,61,98.25791667,44.57
06-04-18,26.5,3,159.85,0,71,89.765,58.83
07-04-18,26.7,2.3,158.6,2,71,72.99520833,29.63
08-04-18,25.8,2,82.3,5,75,71.6768323,41.51
09-04-18,28.3,3,135.62,0,65,80.85170455,43.42
10-04-18,28.6,3,150.1,0,61,91.12916667,52.19
11-04-18,26.9,3,164.18,0,70,128.8731818,77.44
12-04-18,27,2,161.06,8,63,84.858125,64.47
13-04-18,28.4,2.5,159.68,5,66,117.3963636,97.67
14-04-18,26.5,2,199.63,0,76,157.8899565,71.26
15-04-18,28.7,0,167.74,42,65,103.7897222,41.07
16-04-18,29.7,2,175.43,0,61,101.4216667,34.79
17-04-18,25,4,190.31,0,76,123.2915942,59.85
18-04-18,27.8,2,171.92,50,70,90.60229167,53.34
19-04-18,27.2,3.5,169.21,12,75,61.56296443,59.27
20-04-18,28.6,2.8,164.83,2,72,63.68577652,57.61
21-04-18,26.6,3,131.75,17,86,94.48965199,58.69
22-04-18,28,6,123.33,12,80,70.220625,37.39
23-04-18,29.6,2,128.8,5,76,72.7753869,53.27
24-04-18,30.2,2.3,105.8,0,73,66.48547619,70.39
25-04-18,27.5,2.3,159.06,0,66,74.87658088,56.76
26-04-18,26.8,3.8,167.98,26,64,108.6781341,44.74
27-04-18,26.7,2.3,142.55,32,69,120.7491304,46.03
28-04-18,29.2,3.3,155.71,0,64,95.90571429,39.03
29-04-18,22.3,3,176.44,0,86,75.76958333,33.33
30-04-18,22.7,4,168.5,77,87,72.20343434,29.85
01-05-18,27.4,3.5,154.2,32,74,79.02146245,28.75
02-05-18,25.2,3,171.44,0,80,79.0875,26.6
03-05-18,26.7,3,164.21,5,74,85.39616667,36.86
04-05-18,25.9,4,111.74,0,82,90.904125,31.22
05-05-18,26.9,5,216.28,19,81,86.65961957,33.11
06-05-18,29.4,4,172.1,24,76,126.3520969,40.54
07-05-18,27.2,2.3,181.46,4,81,98.34590321,40.02
08-05-18,29.6,5.7,184.43,0,81,83.88129611,37.92
09-05-18,27.8,2,129.86,0,84,97.30222661,41.64
10-05-18,24.4,4.5,157.7,14,84,101.2167262,54.95
11-05-18,25.8,7.3,192.46,15,77,82.16235417,36.95
12-05-18,27.5,6,168.32,2,71,100.8854167,46.88
13-05-18,26.9,3,134.09,0,77,100.9241667,50.25
14-05-18,27.7,2,160.43,42,74,74.14560606,41.63
15-05-18,28.5,4.5,181.61,0,74,69.6041121,34.4
16-05-18,23.8,5,154.87,22,83,87.20116589,48.46
17-05-18,27.7,5,156.52,10,79,74.45447917,40.41
18-05-18,25.8,4,182.84,0,87,75.13980814,32.27
19-05-18,27.9,2,163.72,31,83,98.9790625,47.13
20-05-18,26.9,3,120.91,35,83,116.0237153,58.68
21-05-18,26.3,6,204.2,35,90,88.89650664,46.33
22-05-18,28.1,3,184.4,19,89,84.8617663,36.2
23-05-18,26.7,4,188.31,12,90,75.79916667,34.86
24-05-18,28.7,5,128.51,52,83,65.62489583,30.68
25-05-18,28.9,3.8,134.26,1,82,71.84553895,30.43
26-05-18,30.7,2,181.78,18,78,81.13266304,33.86
27-05-18,31.3,2.5,141.82,0,73,78.31689312,42.24
28-05-18,30.6,2.5,147.21,0,70,88.26791667,47.84
29-05-18,29.9,4,159.64,0,62,80.14994048,47.91
30-05-18,30.6,3.5,123.35,0,65,62.80302083,23.25
31-05-18,26.1,2,162.85,0,87,79.48416667,39.37
01-06-18,26.6,3,105.86,82,89,73.05166667,33.6
02-06-18,28.8,3,119.26,1,83,56.77350543,23.34
03-06-18,28,3,74.09,2,87,56.320625,45.57
04-06-18,29,5,62.58,35,84,48.05052083,23.93
05-06-18,30.3,0,43.22,23,77,41.05311141,26.13
06-06-18,30,3,155.3,0,84,48.58658333,28.68
07-06-18,31.2,3,133.37,6,78,33.76625,29.08
08-06-18,30.7,3,139.03,1,79,36.245625,27.87
09-06-18,30.9,3,95.16,0,76,38.74041667,42.16
10-06-18,28.9,3,198.45,3,83,36.30291667,23.84
11-06-18,29,5,120.13,24,84,46.11486957,16.73
12-06-18,28.3,3,126.32,0,90,41.68496337,26.16
13-06-18,29.2,3.5,69.28,58,87,37.8575,33.98
14-06-18,31.8,3,112.72,0,80,57.21208333,34.84
15-06-18,29.6,7,105.33,0,83,39.24521739,39.05
16-06-18,27.7,4.7,84.34,8,79,36.65086957,40.78
17-06-18,30.2,2.8,161.78,1,79,38.04130435,30.64
18-06-18,31.4,3,158.13,1,80,47.71333333,25.29
19-06-18,26.5,3,156.5,0,85,44.9175,22.93
20-06-18,30.2,5,208.98,8,77,40.77647059,17.79
21-06-18,30.8,3,221.86,0,77,57.53415018,12.93
22-06-18,30.7,4.3,185.99,1,75,51.83696836,12.88
23-06-18,28.2,3,127.47,0,88,34.892,14.3
24-06-18,29.4,4.7,100.23,62,83,45.03208333,12.71
25-06-18,27.8,5,178.49,0,89,23.52904762,14.19
26-06-18,29.5,4,209.27,31,77,21.66533333,13.3
27-06-18,28.6,4,141.6,3,79,34.09454545,34.84
28-06-18,28.6,4.2,197.02,12,80,53.11708333,17.85
29-06-18,29.7,3.9,142.13,4,76,61.47583333,19.83
30-06-18,29.9,5.4,131.61,0,78,45.90333333,24.51
01-07-18,30.1,5,175.4,0,76,53.10409091,13.8
02-07-18,29.1,3,123.89,1,81,39.30142857,24.8
03-07-18,27.2,3,112.94,23,92,40.97416667,20.3
04-07-18,27.5,3.3,71,43,91,57.94833333,20.36
05-07-18,29.5,3.3,89.09,7,82,76.70733333,10.91
06-07-18,30.4,3,42.96,0,78,80.62538462,9.21
07-07-18,30.8,3,47.38,0,72,59.99208333,17.58
08-07-18,29.9,5.3,185.3,0,77,24.41727273,18.69
09-07-18,29.2,4.5,175.47,3,80,22.55727273,9.45
10-07-18,29.7,4.7,164.32,1,79,47.19208333,12.88
11-07-18,30.2,3,120.01,0,76,70.16416667,17.22
12-07-18,30.2,3,167.32,9,79,56.33083333,16.57
13-07-18,30.4,3,154.74,9,78,63.76291667,12.77
14-07-18,31.1,2.8,116.42,1,73,68.56291667,19.07
15-07-18,30,3.3,186.43,0,79,56.63636364,15.73
16-07-18,29.7,5,145.82,3,78,44.1625,17.84
17-07-18,28.6,4,137.84,5,86,44.1973913,22.03
18-07-18,30.8,5,122.66,24,76,42.97210526,20.23
19-07-18,33,0,48.77,0,72,40.32714286,24.67
20-07-18,31.1,3,43.28,0,73,36.65875,22.72
21-07-18,28.7,3.8,70.77,3,83,52.61608696,32.7
22-07-18,29.1,4,86.91,15,87,30.63090909,16.9
23-07-18,27.3,4,114.59,23,89,27.40965909,19.86
24-07-18,27.1,4,35.94,55,93,25.74230849,13.71
25-07-18,27.4,3,41.02,60,90,24.55041667,17.9
26-07-18,27.2,3,51.65,39,90,35.56503968,34.01
27-07-18,28,3,146.77,10,90,44.04804348,32.72
28-07-18,27.8,3,5.9,10,89,37.05111111,23.03
29-07-18,28.9,3,138.78,4,82,38.00708333,19.86
30-07-18,28.8,2,146.51,0,83,44.86298913,37.87
31-07-18,29.4,2,143.12,6,79,39.59618687,30
01-08-18,28.4,2.5,103.25,3,83,34.65506793,31.17
02-08-18,27.6,2.5,70.14,25,88,49.32541667,35.17
03-08-18,28.5,3,103.43,25,83,63.76098662,43.01
04-08-18,28.8,0,149.14,0,87,60.65791667,25.75
05-08-18,29.1,3,172.02,5,85,54.99347826,21.86
06-08-18,29.5,3,88.68,19,82,53.95979167,23.9
07-08-18,30,3.7,150.22,12,72,50.79734848,16.6
08-08-18,30,4.3,164.58,0,74,56.156875,19.6
09-08-18,29.6,5,137.2,0,78,47.94458333,20.36
10-08-18,30.8,2,111.6,0,72,51.70666667,20.52
11-08-18,30.6,3.7,28.9,0,74,53.181875,31.71
12-08-18,29,2,27.76,0,83,41.65586957,23.4
13-08-18,31,3,80.48,9,73,43.43,20.51
14-08-18,31.3,5,67.05,2,71,38.00141848,36.93
15-08-18,31.3,5.3,91.49,3,68,32.26,32.74
16-08-18,30.6,3.5,69.44,0,72,30.56521739,32.16
17-08-18,30.6,3,82.57,1,76,26.42916667,40.28
18-08-18,32,3,50.11,2,73,33.13181818,24.28
19-08-18,30.2,4,135.81,1,77,32.20833333,24.21
20-08-18,29.4,4.3,110.45,10,78,62.80666667,30.97
21-08-18,29.1,3.5,75.54,10,83,70.28782609,34.69
22-08-18,30,3.5,127.6,0,80,91.40714286,45.81
23-08-18,29.9,3.5,100.24,2,81,42.02695652,27.7
24-08-18,29.6,3.7,98.02,6,81,43.98304348,21.48
25-08-18,30.1,3.7,73.27,0,76,43.65133333,22.46
26-08-18,29.9,3,69.96,2,77,23,25.93
27-08-18,29.4,5,221.8,2,76,76.78779269,47.06
28-08-18,29.5,3.3,115.47,0,79,48.81369524,17.61
29-08-18,29,2,150.11,0,82,21.36363636,28.35
30-08-18,29.7,2,186.87,2,80,27.42727273,20.47
31-08-18,30.7,4.3,0,0,75,37.41301848,0
01-09-18,29.9,3.8,130.27,2,76,54.27365357,15.32
02-09-18,28.3,3,104.8,0,86,56.27057601,12.6
03-09-18,29.7,3.7,150.69,15,80,58.2042316,12.87
04-09-18,29.5,3.7,164.2,0,83,47.94053986,16.78
05-09-18,29.8,4.3,155.74,4,74,51.34225045,21.06
06-09-18,29.2,8.7,167.74,0,72,50.25256061,19.62
07-09-18,29.3,5.8,131.53,0,79,58.98255089,18.17
08-09-18,30.3,2.7,154.72,0,73,53.21597283,20.04
09-09-18,30.2,2.3,147.43,0,73,63.51306806,24.81
10-09-18,29.7,3,55.99,0,75,15,28.14
11-09-18,29.1,4,27.07,0,80,45.35754022,45.74
12-09-18,29.4,2,127.47,1,84,68.37941664,51.37
13-09-18,27.9,3,83.86,15,90,62.12376622,32.79
14-09-18,28.5,3,112.45,3,84,93,36.09
15-09-18,30.1,5,102.14,0,77,53.53501667,46.33
16-09-18,30.7,3,151.86,0,70,83.015,64.06
17-09-18,31.6,0,77.58,0,70,35,37.57
18-09-18,32.1,0,177.21,0,69,54.04522678,26.83
19-09-18,31.8,5,57.84,0,70,39,19.41
20-09-18,28.9,4,75.57,23,80,58.9596629,33.99
21-09-18,28.2,5,134.28,2,79,58.55171196,33.13
22-09-18,28.5,3,183.12,6,84,51.95401232,21.46
23-09-18,29.7,3,157.61,3,78,52.7932192,27.38
24-09-18,30.4,3.5,112.55,0,74,51.33929488,33
25-09-18,29.7,4,68.24,0,79,48.81369524,54.92
26-09-18,30.1,3,82.41,0,77,45.30291988,65.8
27-09-18,28.4,3,65.29,0,86,53.80752355,68.71
28-09-18,30.5,0,101.18,2,75,43.5891,34.23
29-09-18,30.4,5,50.39,0,77,43.197225,15.1
30-09-18,31.4,3,6.3,0,66,57.3506553,14.08
01-10-18,30.3,5,149.18,0,61,75.98231845,66.76
02-10-18,30.6,3,115.27,0,58,77.28215879,32.07
03-10-18,31.1,3,130.63,0,62,80.62440179,30
04-10-18,29,5,108.21,0,74,65.37720833,40.62
05-10-18,29.3,3,132.03,0,71,75.3127619,44.85
06-10-18,28.4,5,74.01,0,73,56.98935725,54.52
07-10-18,29.4,4,85.35,0,69,63.95,21.36
08-10-18,29.7,4,99.63,0,62,85.55083333,20.74
09-10-18,28.3,4,57.01,0,73,44.66666667,24.2
10-10-18,25.7,3.3,156.45,0,84,26.88708333,32.57
11-10-18,25.2,5.3,134.89,1,86,20.34083333,26.8
12-10-18,24.6,3,478.57,1,92,22.93,32.06
13-10-18,24.6,4.5,74.61,24,90,34.13541667,22.33
14-10-18,25.2,5,125.32,15,83,30.80238095,28.11
15-10-18,27.1,4.5,108.46,0,75,59.29625,90.25
16-10-18,27.2,2,132.3,0,68,86.42826087,91.92
17-10-18,26.6,3,147.18,0,67,87.62666667,88.17
18-10-18,27.3,0,123.91,0,67,91.71375,62.1
19-10-18,27.8,3,72.57,0,72,103.8333333,22.45
20-10-18,27.6,0,12.23,0,76,118.8020833,25.29
21-10-18,27.6,3,12.09,0,68,93.05958333,16.17
22-10-18,27.7,5,126.27,0,71,96.02791667,21.6
23-10-18,27.1,3,148.37,0,71,83.82913043,39.52
24-10-18,27.1,3,127.77,0,67,81.75083333,52.21
25-10-18,27.1,3,76.38,0,58,81.21,80.11
26-10-18,26.6,3,152.81,0,62,76.25333333,75.96
27-10-18,27.5,3,150.29,0,61,68.50791667,86.25
28-10-18,23.2,6.5,17.16,1,84,59.80857143,116.73
29-10-18,23.7,3.5,125.2,3,82,97.56041667,67.86
30-10-18,25.6,3,33.59,0,78,80.97,61.61
31-10-18,26.8,3,143.09,0,74,57.93875,42.41
01-11-18,27.4,3,139.39,0,69,49.92375,53.34
02-11-18,26.8,3,149.06,0,75,44.88727273,61.18
03-11-18,27.3,3,160.86,0,75,78.77521739,62.09
04-11-18,27.5,2,191.06,0,73,114.3520833,51.22
05-11-18,27.6,2.5,210.11,0,72,54.727,46.57
06-11-18,25.7,2,153.93,0,83,57.45583333,56.95
07-11-18,24.6,3,212.59,13,79,98.55818182,54.61
08-11-18,24.8,3,192.81,0,65,86.731875,52.87
09-11-18,23.3,3,95.75,0,73,155.0616667,92.77
10-11-18,23.1,0,145.87,0,69,138.7269565,72.86
11-11-18,23.5,3,137.87,0,69,96.3,61.67
12-11-18,24.4,3,143.59,0,69,116.49125,60.04
13-11-18,23.9,3,171.07,0,71,84.95916667,52.49
14-11-18,23.8,0,119.78,0,73,153.543913,131.92
15-11-18,24.8,0,64.96,0,73,176.2904167,143.63
16-11-18,25.2,3,87.2,0,63,112.2408333,132.1
17-11-18,24.8,3.3,55.53,0,62,105.28875,143.1
18-11-18,23.2,3,53.46,0,61,114.1233333,122.9
19-11-18,23,3,116.52,0,63,128.3041667,111.69
20-11-18,22.4,3,147.86,0,69,129.52,108.27
21-11-18,22.4,4,149.22,0,70,102.8779167,134.28
22-11-18,22.7,3,139.67,0,69,92.88458333,169.96
23-11-18,22.7,3,139.13,0,66,104.01625,209.51
24-11-18,22.5,0,125.24,0,72,89.08458333,86.33
25-11-18,22.6,4,91.93,0,70,74.26916667,105.58
26-11-18,23.6,3,93.62,0,63,79.86291667,82.99
27-11-18,24.8,4,78.15,0,58,46.93041667,119.13
28-11-18,23.6,3,105.37,0,61,57.6325,138.19
29-11-18,23.1,3,6.7,0,62,94.66583333,121.14
30-11-18,22.5,0,84.53,0,64,90.80208333,186.59
01-12-18,22.2,3,75.1,0,63,115.4625,193.02
02-12-18,21.9,3,14.34,0,63,113.0333333,115.92
03-12-18,22.1,3,71.1,0,62,94.92083333,120.74
04-12-18,22.5,3,109.6,0,63,108.6041667,83.45
05-12-18,22.7,3,78.63,0,59,98.06086957,148.29
06-12-18,21.3,0,41.78,0,68,126.3375,185.36
07-12-18,21.2,2,63.56,0,63,127.8666667,164.64
08-12-18,21.5,3,100.61,0,64,127.2833333,114.78
09-12-18,21.2,3,94.04,0,68,109.4565217,156.3
10-12-18,20.3,0,64.99,0,69,128.3958333,171.54
11-12-18,21.3,2.5,70.66,0,64,145.4904762,156.09
12-12-18,21.2,3,77.26,0,69,133.0375,156.67
13-12-18,22.2,3,57.42,0,66,133.7578947,43.22
14-12-18,22.6,3,81.42,0,62,118.29,50.52
15-12-18,21.7,3,101.75,0,58,218.8204167,155.71
16-12-18,22.3,3,96.57,0,64,275.0542857,205.23
17-12-18,20,3,10.66,0,84,101.9,17.68
18-12-18,18,2.5,30.15,12,88,267.4547368,16.44
19-12-18,16.7,4,30.56,1,89,291.0845833,34.29
20-12-18,17.1,3,118.55,0,85,277.51875,86
21-12-18,19.3,3,111.92,0,72,220.2522727,62.58
22-12-18,19.9,4.3,113.53,0,69,233.14375,108
23-12-18,19.8,0,106.1,0,72,213.2545833,85.38
24-12-18,20.4,3,111.29,0,67,204.5565217,132.83
25-12-18,19.5,3,101.1,0,63,181.596087,109.08
26-12-18,19.2,3,103.24,0,57,203.5943478,74.79
27-12-18,18.8,3,108.24,0,56,210.0579167,84.2
28-12-18,17.9,3,127.91,0,43,230.6020833,113.65
29-12-18,17.5,3,115.04,0,51,276.3495833,61.43
30-12-18,18.2,5,137.77,0,66,344.3958333,65.26
31-12-18,19.5,3,128,0,63,250.58,55.16
