date,Temp,ws,Solar Rad,Rainfall,Humidity,PM10,PM2.5
17-06-18,30.2,2.8,241.80,1,79,84.41,38.50
18-06-18,31.4,3,227.80,1,80,85.32,40.93
19-06-18,26.5,3,57.61,0,85,69.36,38.76
20-06-18,30.2,5,209.24,8,77,84.17,49.60
21-06-18,30.8,3,256.02,0,77,68.47,37.18
22-06-18,30.7,4.3,227.12,1,75,38.30,17.60
23-06-18,28.2,3,102.02,0,88,33.71,20.35
24-06-18,29.4,4.7,148.60,62,83,54.82,36.60
25-06-18,27.8,5,91.16,0,89,76.50,38.50
26-06-18,29.5,4,186.73,31,77,61.43,33.43
27-06-18,28.6,4,152.95,3,79,54.69,24.73
28-06-18,28.6,4.2,184.48,12,80,47.87,21.05
29-06-18,29.7,3.9,240.57,4,76,48.46,16.85
30-06-18,29.9,5.4,240.11,0,78,75.26,25.02
01-07-18,30.1,5,231.90,0,76,82.39,28.01
02-07-18,29.1,3,185.82,1,81,58.52,24.46
03-07-18,27.2,3,69.97,23,92,56.42,29.33
04-07-18,27.5,3.3,110.50,43,91,58.19,36.37
05-07-18,29.5,3.3,186.72,7,82,67.57,35.68
06-07-18,30.4,3,192.19,0,78,90.69,47.19
07-07-18,30.8,3,164.07,0,72,59.29,26.78
08-07-18,29.9,5.3,154.38,0,77,71.67,28.39
09-07-18,29.2,4.5,128.92,3,80,68.63,30.58
10-07-18,29.7,4.7,164.66,1,79,74.09,32.00
11-07-18,30.2,3,177.04,0,76,82.13,37.90
12-07-18,30.2,3,171.57,9,79,67.68,33.63
13-07-18,30.4,3,183.93,9,78,59.00,27.65
14-07-18,31.1,2.8,233.40,1,73,51.65,24.38
15-07-18,30,3.3,150.94,0,79,52.34,23.05
16-07-18,29.7,5,192.44,3,78,69.83,29.89
17-07-18,28.6,4,123.23,5,86,66.17,36.34
18-07-18,30.8,5,223.17,24,76,75.42,33.19
19-07-18,33,0,253.38,0,72,97.39,46.43
20-07-18,31.1,3,179.98,0,73,112.69,40.28
21-07-18,28.7,3.8,121.45,3,83,57.12,26.01
22-07-18,29.1,4,189.18,15,87,59.02,25.85
23-07-18,27.3,4,107.24,23,89,68.15,41.75
24-07-18,27.1,4,64.52,55,93,137.80,68.29
25-07-18,27.4,3,101.51,60,90,45.80,24.83
26-07-18,27.2,3,70.72,39,90,60.88,27.75
27-07-18,28,3,40.21,10,90,52.48,32.23
28-07-18,27.8,3,52.96,10,89,68.91,26.58
29-07-18,28.9,3,190.41,4,82,75.30,26.51
30-07-18,28.8,2,153.93,0,83,81.15,29.23
31-07-18,29.4,2,223.26,6,79,85.19,30.77
01-08-18,28.4,2.5,169.04,3,83,54.37,26.79
02-08-18,27.6,2.5,90.27,25,88,89.25,43.62
03-08-18,28.5,3,180.52,25,83,76.26,34.10
04-08-18,28.8,0,126.46,0,87,90.91,44.90
05-08-18,29.1,3,95.67,5,85,129.16,64.24
06-08-18,29.5,3,211.19,19,82,84.38,47.64
07-08-18,30,3.7,208.25,12,72,68.63,26.59
08-08-18,30,4.3,170.46,0,74,88.93,32.26
09-08-18,29.6,5,185.00,0,78,87.98,30.02
10-08-18,30.8,2,196.80,0,72,75.81,24.23
11-08-18,30.6,3.7,226.89,0,74,68.58,20.87
12-08-18,29,2,130.92,0,83,66.77,23.21
13-08-18,31,3,237.48,9,73,69.23,24.70
14-08-18,31.3,5,235.72,2,71,65.97,21.95
15-08-18,31.3,5.3,242.24,3,68,63.47,22.23
16-08-18,30.6,3.5,212.06,0,72,47.00,34.00
17-08-18,30.6,3,212.65,1,76,98.74,49.73
18-08-18,32,3,184.70,2,73,77.94,31.82
19-08-18,30.2,4,214.95,1,77,68.19,23.21
20-08-18,29.4,4.3,153.22,10,78,53.06,19.62
21-08-18,29.1,3.5,176.55,10,83,35.56,16.45
22-08-18,30,3.5,144.12,0,80,37.21,15.03
23-08-18,29.9,3.5,233.83,2,81,30.41,15.73
24-08-18,29.6,3.7,160.72,6,81,35.74,17.33
25-08-18,30.1,3.7,210.42,0,76,36.22,18.20
26-08-18,29.9,3,208.59,2,77,30.47,13.40
27-08-18,29.4,5,151.78,2,76,41.95,18.21
28-08-18,29.5,3.3,182.69,0,79,43.93,19.57
29-08-18,29,2,146.83,0,82,46.32,19.12
30-08-18,29.7,2,160.25,2,80,49.90,20.42
31-08-18,30.7,4.3,240.66,0,75,50.37,23.72
01-09-18,29.9,3.8,186.78,2,76,50.05,22.49
02-09-18,28.3,3,137.53,0,86,52.59,25.72
03-09-18,29.7,3.7,189.10,15,80,62.95,29.16
04-09-18,29.5,3.7,219.55,0,83,69.85,37.80
05-09-18,29.8,4.3,211.09,4,74,86.67,38.48
06-09-18,29.2,8.7,229.19,0,72,67.00,18.75
07-09-18,29.3,5.8,189.72,0,79,75.00,28.54
08-09-18,30.3,2.7,205.70,0,73,80.22,27.94
09-09-18,30.2,2.3,239.88,0,73,40.80,30.44
10-09-18,29.7,3,203.37,0,75,79.00,32.79
11-09-18,29.1,4,183.13,0,80,52.90,29.20
12-09-18,29.4,2,184.94,1,84,95.76,47.37
13-09-18,27.9,3,77.99,15,90,136.60,58.88
14-09-18,28.5,3,134.16,3,84,87.65,57.23
15-09-18,30.1,5,193.42,0,77,116.94,60.73
16-09-18,30.7,3,245.61,0,70,130.62,52.92
17-09-18,31.6,0,276.71,0,70,114.57,55.97
18-09-18,32.1,0,278.40,0,69,133.04,59.09
19-09-18,31.8,5,224.35,0,70,111.68,54.52
20-09-18,28.9,4,193.89,23,80,49.13,23.38
21-09-18,28.2,5,189.61,2,79,40.69,13.97
22-09-18,28.5,3,181.89,6,84,82.45,38.85
23-09-18,29.7,3,245.00,3,78,114.58,48.58
24-09-18,30.4,3.5,197.22,0,74,118.02,52.09
25-09-18,29.7,4,134.44,0,79,88.13,39.39
26-09-18,30.1,3,171.21,0,77,100.80,51.18
27-09-18,28.4,3,131.61,0,86,120.40,66.74
28-09-18,30.5,0,223.61,2,75,177.03,94.48
29-09-18,30.4,5,189.23,0,77,189.45,94.97
30-09-18,31.4,3,243.98,0,66,175.49,77.45
01-10-18,30.3,5,247.32,0,61,200.48,83.33
02-10-18,30.6,3,253.43,0,58,234.52,88.39
03-10-18,31.1,3,236.82,0,62,168.24,78.00
04-10-18,29,5,171.20,0,74,165.41,87.98
05-10-18,29.3,3,138.85,0,71,182.25,98.69
06-10-18,28.4,5,161.08,0,73,191.22,101.92
07-10-18,29.4,4,202.99,0,69,170.55,82.63
08-10-18,29.7,4,230.52,0,62,206.81,97.94
09-10-18,28.3,4,171.90,0,73,97.10,50.88
10-10-18,25.7,3.3,78.45,0,84,56.52,28.07
11-10-18,25.2,5.3,59.24,1,86,46.48,40.18
12-10-18,24.6,3,37.21,1,92,35.43,53.28
13-10-18,24.6,4.5,61.64,24,90,58.35,29.46
14-10-18,25.2,5,157.03,15,83,71.72,23.88
15-10-18,27.1,4.5,217.03,0,75,197.33,74.44
16-10-18,27.2,2,212.88,0,68,153.83,115.10
17-10-18,26.6,3,210.74,0,67,190.50,117.45
18-10-18,27.3,0,201.20,0,67,215.46,117.67
19-10-18,27.8,3,199.32,0,72,202.44,19.20
20-10-18,27.6,0,149.93,0,76,213.07,23.31
21-10-18,27.6,3,210.85,0,68,173.68,89.14
22-10-18,27.7,5,195.71,0,71,184.51,109.94
23-10-18,27.1,3,207.00,0,71,142.92,82.12
24-10-18,27.1,3,292.41,0,67,135.16,78.32
25-10-18,27.1,3,180.10,0,58,177.65,100.45
26-10-18,26.6,3,181.65,0,62,214.94,91.44
27-10-18,27.5,3,171.24,0,61,228.03,90.98
28-10-18,23.2,6.5,66.99,1,84,116.30,94.11
29-10-18,23.7,3.5,65.68,3,82,83.37,56.44
30-10-18,25.6,3,134.98,0,78,104.77,61.38
31-10-18,26.8,3,196.18,0,74,95.25,60.11
01-11-18,27.4,3,202.15,0,69,151.23,77.00
02-11-18,26.8,3,109.73,0,75,209.27,120.60
03-11-18,27.3,3,183.40,0,75,145.53,89.75
04-11-18,27.5,2,175.02,0,73,131.11,80.13
05-11-18,27.6,2.5,172.98,0,72,115.44,77.87
06-11-18,25.7,2,139.82,0,83,130.98,90.99
07-11-18,24.6,3,156.15,13,79,221.02,141.56
08-11-18,24.8,3,168.08,0,65,201.21,120.69
09-11-18,23.3,3,183.64,0,73,246.90,155.78
10-11-18,23.1,0,130.20,0,69,420.23,225.61
11-11-18,23.5,3,180.69,0,69,359.58,167.84
12-11-18,24.4,3,184.06,0,69,363.67,157.87
13-11-18,23.9,3,188.60,0,71,285.11,139.26
14-11-18,23.8,0,97.07,0,73,366.07,216.43
15-11-18,24.8,0,135.70,0,73,513.26,146.40
16-11-18,25.2,3,164.54,0,63,309.84,145.11
17-11-18,24.8,3.3,140.33,0,62,227.39,136.73
18-11-18,23.2,3,158.23,0,61,265.01,150.83
19-11-18,23,3,162.38,0,63,234.00,130.10
20-11-18,22.4,3,132.95,0,69,406.50,221.33
21-11-18,22.4,4,145.16,0,70,200.28,132.25
22-11-18,22.7,3,153.18,0,69,256.57,171.93
23-11-18,22.7,3,159.60,0,66,214.82,128.57
24-11-18,22.5,0,140.40,0,72,295.95,170.55
25-11-18,22.6,4,166.61,0,70,208.66,133.35
26-11-18,23.6,3,142.35,0,63,230.52,155.96
27-11-18,24.8,4,130.15,0,58,101.27,54.68
28-11-18,23.6,3,99.20,0,61,135.96,78.66
29-11-18,23.1,3,101.14,0,62,297.26,188.65
30-11-18,22.5,0,124.92,0,64,190.12,115.14
01-12-18,22.2,3,127.90,0,63,282.36,172.83
02-12-18,21.9,3,132.77,0,63,321.64,231.56
03-12-18,22.1,3,131.46,0,62,192.31,144.71
04-12-18,22.5,3,114.16,0,63,246.68,184.15
05-12-18,22.7,3,105.87,0,59,207.78,158.39
06-12-18,21.3,0,102.02,0,68,246.34,175.38
07-12-18,21.2,2,113.38,0,63,312.29,212.04
08-12-18,21.5,3,46.65,0,64,248.97,183.98
09-12-18,21.2,3,29.00,0,68,223.59,179.11
10-12-18,20.3,0,40.85,0,69,365.53,231.57
11-12-18,21.3,2.5,39.51,0,64,473.97,306.02
12-12-18,21.2,3,113.62,0,69,234.94,109.78
13-12-18,22.2,3,97.27,0,66,286.33,185.25
14-12-18,22.6,3,108.61,0,62,187.89,134.86
15-12-18,21.7,3,114.75,0,58,232.18,143.53
16-12-18,22.3,3,111.92,0,64,229.47,167.71
17-12-18,20,3,81.00,0,84,208.36,172.68
18-12-18,18,2.5,80.20,12,88,71.79,58.60
19-12-18,16.7,4,40.28,1,89,75.59,60.71
20-12-18,17.1,3,68.85,0,85,180.95,139.69
21-12-18,19.3,3,94.10,0,72,203.61,138.22
22-12-18,19.9,4.3,116.47,0,69,229.85,178.48
23-12-18,19.8,0,142.14,0,72,226.50,172.80
24-12-18,20.4,3,149.65,0,67,219.85,149.63
25-12-18,19.5,3,156.01,0,63,271.22,211.26
26-12-18,19.2,3,150.65,0,57,255.08,202.36
27-12-18,18.8,3,160.49,0,56,256.58,195.94
28-12-18,17.9,3,125.45,0,43,214.23,161.21
29-12-18,17.5,3,140.22,0,51,205.12,157.07
30-12-18,18.2,5,178.80,0,66,189.07,156.45
31-12-18,19.5,3,64.79,0,63,205.05,138.34
